acousticness,liveness,speechiness,tempo,key,valence,loudness,instrumentalness,duration_ms,time_signature,danceability,energy,title,popularity
0.108,0.1,0.0498,117.148,4,0.881,-8.784,0.198,188133,4,0.645,0.835,Melô Dos Dois Bicudos,18
0.841,0.145,0.158,122.591,7,0.795,-19.758,0.871,145640,4,0.659,0.579,Melted Soul,1
0.688,0.0761,0.0505,171.882,3,0.0382,-9.607,0.54,554616,4,0.11,0.593,Message 18.10.77,4
0.0547,0.103,0.0331,127.005,6,0.657,-9.518,0.929,410667,4,0.766,0.794,Midnight Bustling - Francois Kevorkian Dub,0
0.265,0.149,0.0535,91.528,9,0.828,-11.559,0.755,135400,4,0.708,0.724,Mighty Mighty,9
0.0484,0.187,0.0582,97.929,10,0.575,-12.905,0.523,318427,4,0.894,0.4,Misery Train,0
0.339,0.0834,0.0394,109.261,8,0.955,-13.164,0.0134,439107,4,0.851,0.366,Miss Broadway,34
0.931,0.109,0.0484,87.237,8,0.194,-20.008,0.00194,304573,4,0.334,0.0849,Misty Roses,28
0.0191,0.0405,0.0433,127.943,1,0.233,-10.369,0.583,204373,3,0.265,0.782,Moog Raga - instrumental,20
0.00272,0.0578,0.049,129.926,7,0.924,-13.398,0.397,252933,4,0.684,0.767,Moskow Diskow,0
0.00498,0.12,0.0423,141.611,2,0.377,-8.321,0.0609,397667,4,0.459,0.67,Mother Sky,0
0.132,0.098,0.0602,138.361,11,0.877,-6.571,0.486,535333,4,0.582,0.973,Move On Up,0
0.0929,0.151,0.0729,159.677,9,0.632,-9.484,0.449,302427,4,0.405,0.745,Mra,0
0.228,0.0888,0.0264,90.985,1,0.359,-14.97,0,202573,4,0.482,0.28,Music Is Love,0
0.583,0.368,0.0633,88.2,9,0.547,-9.123,9.79e-06,516613,3,0.262,0.636,Music Is The Healing Force Of The Universe,0
0.221,0.105,0.153,171.366,7,0.645,-13.708,0.0981,299160,4,0.592,0.861,My Christina,3
0.871,0.328,0.0295,126.973,7,0.409,-13.308,0.000571,227840,4,0.506,0.404,"My My, Hey Hey (Out Of The Blue)",0
0.644,0.0905,0.132,145.709,8,0.555,-11.328,0.0134,338907,4,0.465,0.565,My People...Hold On,0
0.366,0.154,0.046,121.245,11,0.788,-6.104,0.137,514715,4,0.564,0.73,N'do N'do,0
0.0394,0.227,0.223,84.099,6,0.887,-4.682,0,293973,4,0.665,0.91,N.Y. State of Mind,57
0.351,0.229,0.0333,134.336,2,0.495,-9.128,1.13e-05,165240,4,0.528,0.571,Na boca do sol,24
0.476,0.0662,0.0415,107.851,5,0.874,-8.461,0.029,227387,4,0.819,0.714,Ndola-ngo,21
0.308,0.085,0.0329,121.092,7,0.832,-4.588,0.000866,252473,4,0.762,0.826,Ne Noya,24
0.00109,0.757,0.0545,132.088,1,0.202,-9.009,0.0385,191053,4,0.297,0.641,Needles In The Camel's Eye - 2004 Digital Remaster,39
0.531,0.0795,0.0606,129.323,7,0.961,-7.312,0.044,498358,4,0.753,0.723,New Track,0
0.151,0.37,0.0409,128.516,2,0.845,-6.348,0.0274,316453,4,0.755,0.794,No I Won't,31
0.262,0.378,0.0603,134.438,10,0.326,-10.048,0.88,231347,4,0.404,0.756,Non-Stop Home,4
0.00051,0.0692,0.332,201.331,0,0.573,-4.121,0.837,156240,4,0.344,0.919,Nothing Like This,0
0.762,0.137,0.14,86.366,10,0.374,-12.577,0,467547,4,0.586,0.416,Nuclear War,0
0.157,0.0906,0.119,87.852,0,0.383,-5.539,0,163587,4,0.807,0.556,Numbers On The Boards,49
0.648,0.183,0.0555,173.989,5,0.921,-5.173,0.000545,278160,4,0.696,0.904,Nwampfundla,0
0.000126,0.615,0.0839,123.93,2,0.513,-8.918,0.25,349267,4,0.32,0.854,Obsession '77 (Fast),8
0.0243,0.0861,0.114,83.007,11,0.864,-4.188,0,208373,4,0.706,0.823,Oh Boy,34
0.0105,0.0934,0.027,112.919,9,0.812,-11.182,0.000355,254387,4,0.649,0.602,Oh Yeh Soweto,0
0.443,0.0976,0.0342,141.269,4,0.48,-12.468,0.00759,202693,4,0.707,0.299,Old Man,0
0.595,0.104,0.0356,129.618,6,0.496,-15.394,0.114,131400,4,0.435,0.404,Olmalı mı Olmamalı mı,40
7.12e-05,0.337,0.0464,130.011,0,0.207,-7.528,0.86,654840,4,0.455,0.922,Olympians,24
0.00323,0.0985,0.0445,122.215,5,0.879,-9.652,0.0156,300827,4,0.735,0.694,On and On,0
0.777,0.232,0.0419,129.524,9,0.205,-17.059,0,206333,4,0.496,0.156,On The Road Again,49
0.177,0.138,0.129,138.012,2,0.773,-10.139,0,369067,4,0.701,0.781,One and One,21
0.0231,0.155,0.0542,129.593,11,0.778,-19.384,0.00199,319320,4,0.461,0.498,One Fine Morning,0
0.701,0.112,0.0685,103.033,5,0.57,-5.986,0.0889,183909,4,0.643,0.66,One Life,0
0.216,0.104,0.259,92.873,0,0.813,-6.664,0,325653,4,0.765,0.687,One Love (feat. Q-Tip),54
0.261,0.0965,0.0316,88.407,6,0.692,-7.987,0.862,214933,4,0.474,0.735,One Way Glass,0
0.681,0.0972,0.037,110.58,2,0.377,-12.203,1.16e-06,188600,3,0.732,0.239,Only Love Can Break Your Heart,0
0.708,0.117,0.0353,60.684,6,0.0689,-18.425,0.00902,182840,4,0.424,0.16,Only With You - Remastered 2000,24
0.0323,0.112,0.0427,100.561,7,0.707,-6.877,0.00638,216893,4,0.736,0.81,Oooh Baby,0
0.233,0.111,0.29,159.963,10,0.775,-8.786,0.00669,237800,4,0.66,0.536,Oops (Oh My) [feat. Missy Elliott],60
0.118,0.131,0.0375,149.644,2,0.632,-13.208,0.702,253893,4,0.47,0.398,Opanigê,0
0.0027,0.18,0.0479,123.345,7,0.776,-6.307,0.755,160693,4,0.7,0.964,Optimo,31
0.406,0.163,0.0397,125.936,9,0.431,-8.6,0.000105,167200,4,0.492,0.553,Oscillations,0
0.896,0.119,0.048,140.282,9,0.378,-14.601,5.46e-05,179760,4,0.592,0.205,Our House,68
0.203,0.315,0.0477,125.7,11,0.967,-9.375,0.00519,581040,4,0.691,0.925,Our Love Is so True,0
0.968,0.185,0.0267,88.565,10,0.213,-14.4,0.747,64969,1,0.228,0.0485,Our Prayer - 2011 Smile Version,14
0.0023,0.188,0.0302,113.464,9,0.0945,-9.813,0,160933,4,0.439,0.421,Our Sweet Love - Remastered 2009,25
0.0328,0.501,0.278,129.616,0,0.53,-10.785,0.000271,386176,4,0.499,0.799,Out Of Work,0
0.0582,0.0849,0.0516,96.783,7,0.299,-13.897,0.0717,289360,4,0.412,0.54,Over the Hills and Far Away - 1990 Remaster,0
0.903,0.182,0.0438,124.229,9,0.785,-18.806,0.935,156654,4,0.898,0.737,Pagan Rhythms,0
0.32,0.128,0.0297,98.867,0,0.829,-12.511,4.1e-06,136707,4,0.407,0.521,Para Lennon E McCartney,48
0.0208,0.704,0.0461,124.487,1,0.408,-8.032,0.865,423987,4,0.638,0.68,Paradiso,0
0.915,0.11,0.0418,96.84,5,0.273,-24.103,0.551,271840,4,0.431,0.144,Paramahansa Lake,0
0.902,0.076,0.0367,82.35,8,0.0349,-22.275,0.945,1127200,4,0.0766,0.0687,Part 1 in E-Flat Minor,3
0.809,0.138,0.0351,90.392,6,0.651,-13.155,0.847,586760,3,0.519,0.634,Patchwork,0
0.463,0.0712,0.264,100.23,6,0.803,-10.709,5.72e-06,277733,4,0.866,0.554,People Like Myself,0
0.0884,0.0557,0.0522,124.853,8,0.836,-6.851,0.868,376547,3,0.862,0.918,Peut Être ... Pas,16
0.172,0.115,0.482,93.019,10,0.729,-5.894,0,146267,4,0.776,0.474,Players,0
0.0412,0.0976,0.0617,139.955,4,0.277,-17.128,0.0514,402053,3,0.744,0.142,Playtime,0
0.00186,0.115,0.086,142.024,8,0.966,-9.359,0.0381,251733,4,0.749,0.605,Pony,71
0.617,0.1,0.0424,140.875,6,0.417,-14.465,0,205400,4,0.58,0.295,Poor Moon,10
0.931,0.109,0.0426,168.225,8,0.0921,-20.04,0.996,512507,5,0.0805,0.0242,Pop,0
0.823,0.188,0.0359,178.458,5,0.715,-7.76,0.945,64373,4,0.242,0.711,Prelude,4
0.523,0.724,0.034,128.758,10,0.204,-8.24,0.949,651000,4,0.543,0.944,Propellers in Love,0
0.0179,0.0649,0.282,159.829,0,0.0536,-7.959,0.861,371733,4,0.752,0.635,Pulp Fiction,44
0.00789,0.0206,0.0613,124.601,1,0.599,-7.939,0.928,418599,4,0.739,0.964,Pursuit Mix 3,0
0.0175,0.134,0.212,179.817,11,0.805,-10.174,0,217627,4,0.711,0.62,Put It On,62
0.786,0.111,0.0329,77.078,11,0.0686,-8.298,0.427,288733,4,0.127,0.335,Pyramid Song,0
0.0271,0.109,0.028,73.062,5,0.45,-13.963,0.902,264754,4,0.434,0.413,Queen St. Gang,0
0.0633,0.307,0.243,151.531,9,0.48,-7.249,0.0267,117907,4,0.266,0.706,Quitter’s Raga,0
0.213,0.0788,0.0313,140.039,1,0.806,-15.933,0.881,300320,4,0.435,0.604,Raga Malkauns - Instrumental,0
0.204,0.173,0.0305,113.802,6,0.797,-7.324,0.00796,208093,4,0.522,0.652,Raghupati,21
0.202,0.63,0.0281,131.382,7,0.291,-10.81,0,167853,4,0.505,0.561,Rainbows,35
0.142,0.319,0.167,156.069,1,0.742,-5.215,0,286427,4,0.735,0.844,Raise Up,52
0.845,0.244,0.0465,128.326,5,0.563,-12.276,0.772,149587,4,0.608,0.424,Ram On - 2012 Remaster,0
0.2,0.109,0.0502,136.177,7,0.7,-9.084,0.000342,454440,4,0.715,0.562,Reach My Destiny,0
0.4,0.104,0.248,95.309,11,0.716,-10.88,0,250868,4,0.832,0.588,Regulate,48
0.433,0.0378,0.0458,102.917,0,0.809,-16.109,0.479,301733,4,0.871,0.627,Relance,0
0.02,0.189,0.318,92.428,1,0.618,-4.964,2.8e-06,252600,4,0.708,0.832,Represent,62
0.00859,0.0686,0.268,99.19,10,0.622,-13.889,0.0271,170800,4,0.858,0.427,"Requiem pour un c... - BOF ""Le pacha""",0
0.0139,0.105,0.0732,124.005,9,0.363,-9.25,0.768,511027,4,0.828,0.817,Return 2 Acid,8
0.000442,0.0721,0.184,128.089,0,0.333,-6.955,0.668,367031,4,0.773,0.912,Ripgroove,35
0.0387,0.245,0.131,100.98,5,0.627,-9.397,0.24,383173,4,0.597,0.829,River Come Down,7
0.00553,0.291,0.0698,102.858,9,0.252,-8.944,0.0739,252453,4,0.266,0.935,Rocket Ship,0
0.075,0.313,0.0312,109.968,0,0.416,-12.355,0.671,253108,4,0.752,0.482,Rose Quartz,0
0.0943,0.454,0.0914,164.955,10,0.498,-12.801,0.182,359907,4,0.545,0.575,Row Fisherman,0
0.0294,0.358,0.138,94.122,10,0.84,-7.757,0.00103,296373,4,0.761,0.803,Runnin',0
0.545,0.0378,0.169,103.415,10,0.94,-9.242,0.246,162573,4,0.874,0.657,Runnin' Away - single master,15
0.163,0.0361,0.153,115.567,10,0.808,-9.784,3.01e-05,237533,4,0.835,0.55,Running Away,40
0.02,0.212,0.253,119.418,10,0.537,-10.393,0.874,500989,4,0.725,0.922,Saldubsa 2 - Original Mix,0
0.341,0.147,0.0488,120.972,6,0.709,-3.5,0.664,347880,4,0.47,0.839,Samba,0
0.025,0.305,0.0441,116.292,6,0.909,-11.833,0.00456,325227,4,0.825,0.77,Sanctified Lady,34
0.953,0.215,0.0394,145.124,7,0.812,-8.955,0.0709,360547,4,0.576,0.564,Sanjina,0
0.112,0.111,0.341,101.78,2,0.633,-14.004,0.000171,250133,4,0.795,0.6,Scenario - LP Mix,57
0.0249,0.0851,0.0497,130.13,0,0.5,-8.825,0.868,337907,4,0.784,0.934,Scrappy,0
0.988,0.104,0.0768,173.826,0,0.51,-24.192,0.964,181207,4,0.48,0.254,Sea Bed Meditation,0
0.348,0.287,0.0473,125.005,6,0.782,-9.589,1.7e-05,172800,4,0.393,0.641,Seagreen Serenades,0
0.102,0.0659,0.0494,116.477,9,0.926,-6.661,0.000557,191067,4,0.509,0.907,Serenade,0
0.00269,0.0773,0.175,99.468,2,0.754,-4.954,0,212853,4,0.697,0.943,"Serial Killa (feat. The D.O.C., Tha Dogg Pound & RBX)",0
0.00379,0.893,0.0496,120.594,2,0.742,-10.469,0.14,415933,4,0.775,0.801,Shades Of Jae,0
0.227,0.165,0.0587,109.198,0,0.71,-10.483,0,816187,4,0.357,0.793,Shakey Jake,0
0.0117,0.225,0.123,127.674,0,0.455,-10.977,0.0596,337130,4,0.782,0.504,Shari Vari - Original Mix,24
0.133,0.338,0.0343,155.339,0,0.335,-9.605,0.0204,410960,4,0.518,0.46,She wears a hemispherical skullcap: She wears a hemispherical skullcap,0
0.424,0.36,0.0357,109.141,10,0.533,-11.911,0.0171,251587,4,0.466,0.712,She's A Rainbow,0
0.711,0.19,0.0298,129.859,7,0.221,-11.385,0.00206,1094733,4,0.324,0.394,Shhh / Peaceful,0
0.0397,0.0816,0.1,96.229,0,0.171,-6.409,0.0295,159267,4,0.736,0.47,Shimmy Shimmy Ya,0
0.0666,0.114,0.0346,155.645,10,0.61,-10.622,0.426,390520,4,0.505,0.674,Shooting Stars,2
0.662,0.0571,0.288,113.05,9,0.395,-14.756,0.0424,323867,1,0.511,0.287,Sine Of The Dub,0
0.213,0.382,0.0912,152.045,2,0.432,-12.228,0.423,289107,3,0.362,0.554,Sing Swan Song,0
0.00882,0.102,0.104,136.025,11,0.889,-4.131,0,261133,4,0.939,0.859,Sippin On Some Syrup (feat. UGK (Underground Kingz) & Project Pat),29
9.36e-05,0.0368,0.0567,130.001,1,0.955,-12.035,0.912,328000,4,0.797,0.704,Sirens,0
0.644,0.131,0.0276,93.203,5,0.193,-11.746,0.595,207842,4,0.329,0.284,Sleepy Eyes,3
6.78e-06,0.354,0.0384,109.588,6,0.726,-12.434,0.822,418773,4,0.425,0.831,Soon,0
0.674,0.196,0.05,95.039,1,0.736,-10.885,5.09e-06,192773,4,0.596,0.613,Soon I'll Be Loving You Again,40
0.0307,0.131,0.0801,122.408,11,0.178,-8.169,0.817,209667,4,0.446,0.988,Soul Drums,29
0.0155,0.0717,0.0617,83.628,9,0.583,-10.233,0.774,114907,4,0.718,0.372,Space,24
0.926,0.664,0.0459,71.375,0,0.0397,-19.166,0.903,75063,4,0.237,0.237,Space Intro,0
0.379,0.105,0.0633,124.223,11,0.498,-9.439,0.129,748040,4,0.446,0.618,Space Odyssey,12
0.537,0.134,0.0821,111.77,0,0.78,-8.906,0.322,344493,4,0.729,0.498,Spanish Joint,0
0.000361,0.0839,0.0779,126.291,4,0.0377,-10.012,0.92,557338,4,0.793,0.976,Spastik,0
0.00351,0.141,0.0381,125.912,0,0.904,-8.062,0.0504,458960,4,0.64,0.66,Spin It,31
0.154,0.16,0.309,95.754,0,0.78,-14.803,0,217360,4,0.818,0.507,Step In The Arena,39
0.854,0.0941,0.0298,136.459,9,0.473,-9.144,3.33e-05,189187,3,0.445,0.417,Still Thinking Of You,0
0.0302,0.0705,0.0838,103.691,7,0.62,-12.612,0.854,205773,4,0.652,0.715,"Stone Fox Chase (From ""The Old Grey Whistle Test"") - Remastered",0
0.245,0.646,0.213,86.155,2,0.527,-7.707,0.0216,99027,3,0.393,0.745,Stop,0
0.0374,0.33,0.197,102.836,8,0.367,-6.02,0,259227,4,0.831,0.935,Straight Outta Compton,0
0.493,0.105,0.0319,131.767,0,0.964,-8.141,2.2e-05,161613,4,0.67,0.674,Strange Powers,0
0.139,0.365,0.0277,171.028,9,0.772,-12.795,0.000218,239907,4,0.519,0.483,Strawberry Letter 23,56
0.291,0.139,0.053,90.978,7,0.78,-9.88,0.0138,298160,4,0.73,0.693,Strawberry Letter 23,0
0.153,0.0871,0.065,128.103,2,0.509,-6.209,0.811,362947,4,0.714,0.878,Strings of Life,0
0.299,0.385,0.324,86.233,1,0.928,-10.372,0,245080,4,0.774,0.623,Sucka Nigga,49
0.0305,0.0318,0.0548,93.185,7,0.596,-6.764,4.79e-05,509520,4,0.543,0.932,Sun Goddess (feat. Ramsey Lewis),40
0.0759,0.102,0.0277,105.762,5,0.534,-11.79,0.000772,173733,4,0.499,0.48,Sunday Morning,0
8.13e-06,0.113,0.0356,139.934,11,0.195,-8.41,0.788,288933,4,0.256,0.811,Super Electric,0
0.00921,0.0375,0.287,191.709,7,0.376,-3.325,1.04e-05,300133,4,0.724,0.948,SuperThug,0
0.00286,0.315,0.0555,174.773,6,0.616,-10.574,0.537,52720,5,0.492,0.586,Supervillain Theme,0
0.125,0.237,0.268,94.828,11,0.241,-5.077,1.26e-06,224533,4,0.813,0.703,Survival of the Fittest,69
0.0754,0.313,0.037,178.156,2,0.426,-10.475,0.61,362307,3,0.164,0.625,Suspiria - Movie Theme,2
0.636,0.284,0.0307,109.896,10,0.616,-17.236,0.712,293840,4,0.462,0.458,Swallow (EP Version),33
0.565,0.0438,0.306,114.385,9,0.583,-10.814,1.13e-06,377747,4,0.566,0.673,Sympathy For The Devil,0
0.234,0.147,0.369,166.227,0,0.839,-7.74,0,233440,4,0.627,0.691,Take 'Em To War,29
0.0635,0.132,0.161,98.347,10,0.368,-9.262,0.00192,185560,4,0.802,0.716,Take It Personal,20
0.0363,0.0844,0.32,86.643,2,0.774,-5.194,0,313107,4,0.731,0.801,Takeover,49
0.0017,0.111,0.0249,94.915,7,0.347,-14.06,0.0869,205333,4,0.463,0.553,Tale In Hard Time,19
0.0414,0.261,0.0346,150.005,7,0.71,-10.098,0.837,331533,4,0.592,0.751,Teach Me How To Fight,0
0.00502,0.159,0.0325,111.954,10,0.582,-8.735,0.947,143547,4,0.299,0.608,Tears - Remastered,33
0.189,0.0982,0.361,91.504,8,0.426,-10.239,0.000178,257747,4,0.914,0.394,"Tearz (feat. RZA, Ghostface Killah, Raekwon & Inspectah Deck)",55
0.739,0.105,0.0675,111.763,5,0.688,-9.89,4.85e-05,145240,4,0.546,0.573,Tell Her,0
0.735,0.224,0.0309,157.489,9,0.921,-10.399,0.00781,233064,4,0.563,0.606,Tell Her She's Lovely,10
0.344,0.108,0.0453,96.755,6,0.19,-13.296,0.692,106853,4,0.579,0.252,Ten Et Tiwa,0
0.282,0.126,0.0339,161.606,1,0.91,-15.25,0.984,123093,4,0.246,0.523,Thank You for the Smile,0
0.755,0.173,0.0352,96.11,6,0.0992,-14.918,0.000376,336960,4,0.269,0.255,That's the Way - 1993 Remaster,0
0.375,0.246,0.0451,137.802,1,0.438,-12.822,0.000304,431680,4,0.678,0.432,That's Us / Wild Combination,0
0.38,0.123,0.0298,124.421,9,0.627,-5.694,0.00754,185307,4,0.517,0.853,The 15th - 2006 Remastered Version,0
0.132,0.116,0.0411,117.994,0,0.0457,-15.708,0.875,181933,3,0.377,0.261,The Big Ship - 2004 Digital Remaster,51
0.403,0.0923,0.121,112.958,2,0.928,-12.645,0.000396,314012,4,0.811,0.606,The Bottle,0
0.324,0.26,0.0495,93.12,1,0.768,-7.894,1.05e-05,294426,4,0.616,0.72,The Boy Is Mine - Radio Edit with Intro,33
0.162,0.144,0.0675,107.936,8,0.441,-12.781,0.000698,204480,4,0.371,0.444,The Burning Train,0
0.0169,0.44,0.0788,133.001,7,0.283,-8.111,0.8,244493,4,0.528,0.714,The Caterpillar's Intervention,0
0.258,0.0912,0.0833,107.678,3,0.664,-8.965,5.3e-05,1967427,4,0.285,0.784,The Creator Has a Master Plan,0
0.0901,0.0735,0.0451,123.144,9,0.722,-5.716,2.9e-05,184946,4,0.83,0.785,The Devil's Dancers,37
0.954,0.101,0.0314,86.324,6,0.323,-12.717,0,246173,4,0.361,0.205,The Fairest Of The Seasons,0
0.414,0.494,0.0948,118.207,3,0.415,-9.937,0.659,413960,4,0.459,0.913,The Feed-back,0
0.946,0.955,0.0305,123.945,6,0.0707,-17.723,0.939,347627,4,0.521,0.194,The Fifth Wave - Water Lullaby,24
0.0854,0.106,0.0373,94.366,9,0.336,-7.115,0.126,294467,4,0.339,0.465,The Fly,28
0.0612,0.14,0.0495,92.73,4,0.184,-11.52,0.000653,353427,4,0.277,0.652,The Four Horsemen,0
0.00195,0.632,0.0715,113.063,5,0.496,-7.949,0.834,609560,4,0.437,0.906,The Gospel Comes To New Guinea,13
0.0022,0.088,0.128,135.379,5,0.499,-6.402,0.743,283971,4,0.72,0.836,The Greatest Dancer,35
0.992,0.0941,0.0366,65.451,0,0.208,-22.419,0.889,427840,3,0.432,0.072,The Homeless Wanderer,44
0.258,0.114,0.0455,77.892,9,0.388,-11.744,0.707,335160,4,0.475,0.298,The Human Abstract,24
0.994,0.101,0.0372,65.855,10,0.145,-19.265,0.927,509027,3,0.358,0.0329,The Last Tears of a Deceased,37
0.941,0.371,0.0343,108.219,2,0.0599,-9.826,0.204,347347,3,0.239,0.315,The Magic Yard,0
0.257,0.107,0.0824,129.849,0,0.619,-12.281,0.00116,541053,4,0.48,0.603,Thème de Yoyo,28
0.0242,0.135,0.0528,112.634,7,0.457,-12.75,0.00172,205893,4,0.686,0.42,The Mexican,46
0.58,0.161,0.0413,90.99,8,0.783,-16.458,4.38e-05,220573,4,0.419,0.454,The Old Man's Back Again (Dedicated To The Neo-Stalinist Regime),43
0.345,0.371,0.0729,80.094,7,0.364,-9.155,0.00141,330000,3,0.405,0.414,The Other Song,0
0.23,0.0885,0.0496,134.042,0,0.569,-7.088,0.00862,486173,4,0.617,0.892,The Professor (Is) Space Walking,0
0.042,0.0903,0.0499,97.399,2,0.286,-10.375,8.22e-05,392145,3,0.297,0.502,The Rain,0
0.79,0.13,0.319,99.838,4,0.908,-19.682,8.6e-05,231040,4,0.928,0.45,The Rhythm,28
0.862,0.119,0.0377,174.136,10,0.0641,-12.852,0.02,223173,4,0.234,0.209,The Signs Part II,7
0.714,0.11,0.0387,116.456,7,0.653,-20.836,9.66e-06,138133,4,0.696,0.133,The Visit (She Was Here),42
0.661,0.157,0.0397,91.646,11,0.185,-13.928,1.53e-05,267693,4,0.347,0.289,The Warnings Part II,26
0.943,0.0673,0.0877,81.636,11,0.549,-16.09,0,111200,3,0.59,0.109,The Way I Feel Inside,0
0.0988,0.161,0.0368,120.342,5,0.423,-12.028,0.802,358883,4,0.591,0.719,The Wonders Of Wishing (For You),0
0.274,0.124,0.14,87.374,10,0.54,-6.186,1.68e-06,290573,4,0.678,0.794,The World Is Yours,67
0.0175,0.111,0.191,157.443,11,0.736,-7.047,0.00098,170040,4,0.64,0.645,The Worst Band In The World,1
0.0406,0.043,0.0455,79.85,0,0.566,-8.907,0.574,294120,4,0.51,0.696,Theme from The Planets,0
0.149,0.348,0.164,101.789,2,0.664,-10.879,0,286015,4,0.762,0.687,They Reminisce over You,0
0.00246,0.0877,0.217,126.588,11,0.159,-7.183,0.0793,328707,4,0.443,0.97,Things Cannot Stop Forever (Poon Tang Tally-Wacky),7
0.565,0.114,0.0298,117.116,0,0.359,-10.296,9.19e-06,154480,4,0.456,0.344,Thirteen,35
0.626,0.191,0.0314,97.506,9,0.539,-7.491,0,127733,4,0.535,0.424,This Will Be Our Year,18
0.124,0.0994,0.045,126.155,5,0.97,-9.075,0.0762,345903,4,0.706,0.823,Three Way Situation,0
0.00834,0.166,0.284,82.811,7,0.617,-6.229,2.81e-06,221227,4,0.548,0.75,Through The Wire,0
0.297,0.295,0.0286,172.859,7,0.18,-12.568,0.000561,153240,4,0.321,0.294,'Til I Die - Remastered 2009,37
0.0224,0.251,0.132,95.819,1,0.809,-22.742,0.0156,233937,4,0.908,0.388,Tim Toum,0
0.0112,0.186,0.0726,107.002,11,0.217,-14.098,0.901,457000,4,0.707,0.48,Time To Find Me (AFX Fast Mix),0
0.162,0.353,0.0671,89.566,2,0.489,-6.521,0.0694,205613,4,0.664,0.621,Time's Up,46
0.209,0.0659,0.0413,107.66,2,0.553,-5.069,0.0131,199053,4,0.462,0.784,Today,33
0.149,0.0911,0.0742,97.434,5,0.186,-12.59,0.0308,419801,4,0.459,0.699,Tomorrow's People,0
0.191,0.355,0.0499,121.021,6,0.129,-17.536,0.00331,64693,4,0.653,0.265,Tone Bone Kone,0
0.0499,0.0403,0.0633,122.216,7,0.764,-9.282,0.389,398933,4,0.784,0.838,Tonight (Love Will Make It Right) [Dub],0
0.0289,0.0635,0.0627,204.15,5,0.458,-8.531,5.11e-05,399290,3,0.174,0.628,"Track A - Solo Dancer (Stop! Look! And Listen, Sinner Jim Whitney!)",0
0.000161,0.147,0.29,130.148,3,0.781,-11.809,0.00357,385413,4,0.648,0.826,Transition,22
0.419,0.11,0.126,136.041,5,0.381,-6.524,0.00274,197695,4,0.662,0.631,Tropical,0
0.0774,0.0971,0.245,93.087,6,0.728,-4.937,0,284947,4,0.795,0.674,Try Again,0
0.319,0.0872,0.0281,94.979,2,0.806,-14.56,0.00134,176400,4,0.451,0.491,Tudo O Que Você Podia Ser,27
0.0106,0.571,0.412,185.219,10,0.825,-9.735,0.238,109307,4,0.393,0.703,Two Can Win,0
8.35e-05,0.121,0.0603,126.024,8,0.0524,-9.489,0.876,589067,4,0.698,0.607,Two Of Us - Extended Version,0
0.0625,0.0814,0.23,109.756,0,0.335,-6.663,0.000685,247547,4,0.48,0.717,Two Weeks,0
0.383,0.43,0.22,115.769,4,0.317,-8.288,0.0869,515253,4,0.597,0.888,Ufo,0
0.779,0.122,0.0284,114.989,2,0.371,-9.692,0.000702,169533,4,0.455,0.493,Um Gosto De Fruta,13
5.2e-05,0.198,0.27,156.209,8,0.397,-7.323,0,212613,4,0.487,0.712,Under Ground Kings,60
0.201,0.0866,0.0555,76.788,7,0.344,-13.235,0.868,421160,4,0.329,0.554,Untitled [SAW2 CD1 Track1] (Four Tet Mix),24
0.474,0.107,0.0314,65.923,9,0.346,-9.313,0.0346,95547,4,0.256,0.217,Up to the Light,2
0.73,0.0969,0.0362,79.661,3,0.598,-18.731,0.763,393400,4,0.269,0.386,Utopia and Visions,28
0.652,0.112,0.0292,92.402,9,0.532,-10.629,0.00412,260240,3,0.582,0.36,Utsu,2
0.0746,0.0659,0.164,115.995,2,0.789,-10.65,0.664,368867,4,0.841,0.555,Vacuum Boogie,0
0.545,0.09,0.0338,106.663,11,0.885,-13.328,0.817,292670,3,0.59,0.756,Valiha Del,2
0.000674,0.092,0.0306,107.524,4,0.461,-6.182,0.798,258173,4,0.396,0.79,Vapour Trail,0
0.444,0.129,0.272,127.095,1,0.321,-18.408,0.696,333067,4,0.654,0.414,Vero-Ia-Toto,0
0.708,0.105,0.0305,145.337,11,0.182,-18.339,0.000284,335067,4,0.278,0.195,Vert,0
0.000197,0.0935,0.0579,128.109,7,0.0478,-16.155,0.933,329680,4,0.769,0.493,Vertigo,0
0.000234,0.169,0.0611,125.654,2,0.815,-6.806,0.842,357329,4,0.697,0.997,Video Crash,11
0.00627,0.142,0.045,117.15,11,0.857,-12.58,0.739,212000,4,0.63,0.654,Vitamin C,0
0.0401,0.0732,0.0605,138.041,9,0.902,-8.092,0.0021,399000,4,0.639,0.95,Wali Bena,0
0.000267,0.169,0.263,126.012,11,0.428,-15.616,0.445,560600,4,0.869,0.381,Walk 4 Me,0
0.56,0.643,0.0656,110.918,0,0.32,-8.527,8.17e-05,184733,4,0.356,0.581,Want You To Know,0
0.0054,0.0892,0.0337,140.658,9,0.638,-10.818,0.673,408360,4,0.591,0.866,We Are Making Music (Part 1),0
0.0496,0.113,0.0471,91.96,8,0.915,-7.587,6.91e-05,285867,4,0.555,0.875,We Got to Have Peace,35
0.79,0.111,0.0419,106.079,2,0.885,-10.305,0.000154,183640,4,0.765,0.564,We're Laughing,27
0.263,0.39,0.223,93.118,5,0.748,-2.942,0,253200,4,0.686,0.698,What About Us?,44
0.00666,0.3,0.329,188.89,0,0.333,-4.904,0,229107,4,0.563,0.894,What We Do,0
