acousticness,liveness,speechiness,tempo,key,valence,loudness,instrumentalness,duration_ms,time_signature,danceability,energy,title,popularity
0.931,0.0951,0.0308,113.003,7,0.0606,-10.001,0.0527,294524,5,0.31,0.399,Bandit Nrah Master of Rajasthan,0
0.00507,0.0875,0.0407,110.219,2,0.201,-11.398,0.876,136360,4,0.557,0.558,Africa - Live; Live - Strumentale,0
0.725,0.578,0.0335,145.959,10,0.564,-11.348,0,389773,4,0.422,0.376,Fancy,30
0.375,0.0934,0.0475,119.991,1,0.652,-9.871,0.0801,238747,4,0.721,0.51,Jamelia,0
0.481,0.209,0.0572,94.911,9,0.312,-21.048,0.0131,185560,4,0.738,0.328,Faster Than A Speeding Bullet,9
0.844,0.102,0.033,81.942,11,0.351,-14.714,0.0102,183933,4,0.664,0.235,It'll All Be Over,0
0.218,0.184,0.188,118.435,1,0.153,-14.787,0.793,145853,4,0.597,0.244,Lalibela,30
0.346,0.0775,0.0502,125.171,0,0.761,-6.213,0.711,257933,4,0.555,0.853,Ngoni Fola,2
0.511,0.491,0.0957,105.053,5,0.732,-5.434,0.344,173573,4,0.615,0.849,I'm Sending Vibrations,0
0.0151,0.106,0.0395,130.446,2,0.0681,-15.826,0.964,452600,4,0.243,0.317,Sunrain,29
0.924,0.112,0.0323,73.448,4,0.0395,-23.05,0.944,261960,3,0.117,0.0291,Nemo's Dream - Live,4
0.796,0.107,0.0499,155.6,0,0.114,-25.949,0.905,75387,3,0.216,0.067,Children'S Song,2
0.103,0.105,0.0859,123.024,6,0.676,-11.745,0.83,433000,4,0.82,0.686,Lucy,9
0.0012,0.335,0.0494,120.041,6,0.529,-8.483,0.949,346547,4,0.752,0.68,Ahora,19
0.0401,0.172,0.0383,127.982,1,0.443,-7.371,0.779,344920,4,0.69,0.823,Sun,0
0.873,0.107,0.0579,90.648,10,0.562,-12.648,0.936,227740,4,0.282,0.604,Rack railway To,29
0.354,0.108,0.0903,133.464,8,0.881,-9.538,0.00108,207960,4,0.711,0.702,Get Down with Me,0
0.681,0.0402,0.174,118.756,5,0.966,-8.241,0.166,224000,4,0.712,0.594,Sah,4
0.535,0.147,0.0291,122.924,9,0.73,-7.405,0.0149,221500,4,0.716,0.732,Ayonha,15
0.481,0.114,0.0507,88.208,10,0.512,-10.884,0.00343,266381,3,0.51,0.677,Lamento Africano/Rictus,0
0.508,0.12,0.0565,80.608,0,0.221,-21.552,2.21e-05,71320,4,0.447,0.0809,And Then,1
0.874,0.107,0.0425,167.546,0,0.0739,-13.713,0.855,251453,4,0.486,0.32,Sunsesame,0
0.317,0.726,0.0738,78.143,0,0.25,-12.666,5.98e-06,166449,4,0.55,0.452,Prison Song,47
0.517,0.262,0.0817,193.862,7,0.975,-16.386,0,216360,4,0.537,0.571,Hal Hal,39
0.422,0.717,0.0289,90.322,2,0.71,-10.429,0.508,362933,3,0.347,0.497,Dujii,29
0.259,0.105,0.0534,73.344,1,0.479,-15.473,0.0735,191347,4,0.601,0.358,Love Song,0
0.647,0.101,0.1,120.01,9,0.257,-10.179,0.923,264120,4,0.768,0.392,"Dundas, Ontario",0
0.0183,0.0851,0.0419,127.993,7,0.846,-10.18,0.91,375447,4,0.901,0.725,Medellin,22
0.594,0.405,0.0256,81.003,1,0.346,-12.392,0,173040,3,0.481,0.354,Don't Turn Me Away,11
0.044,0.124,0.035,143.325,6,0.489,-7.667,0.8,160347,1,0.33,0.805,The Waving Theme,2
0.471,0.395,0.0369,108.622,4,0.67,-13.134,0.125,122327,4,0.612,0.428,Nao Aguento Voce,22
0.772,0.169,0.082,113.307,1,0.409,-9.425,0.000518,183653,4,0.69,0.502,Tihar bayatin - Live,0
0.848,0.282,0.219,123.016,5,0.176,-20.316,0.00965,179387,4,0.821,0.3,DOWN TO THE EARTH/大地へ,8
0.0447,0.154,0.0933,137.604,7,0.78,-8.347,0.124,312360,4,0.801,0.642,Leave House,0
0.166,0.101,0.0358,123.076,7,0.951,-8.69,0.00383,149693,4,0.86,0.966,"Guerra e pace, pollo e brace 1",0
0.389,0.186,0.035,74.636,7,0.419,-12.401,0,169052,4,0.494,0.414,Bandung,0
0.438,0.0901,0.0672,146.332,7,0.391,-12.33,0.00024,279453,4,0.529,0.452,Searching For The Truth,0
0.443,0.598,0.0451,169.259,1,0.768,-5.961,2.95e-05,208120,4,0.337,0.734,You Can't Blame Me,0
0.423,0.1,0.0682,104.313,4,0.941,-8.656,0,158482,4,0.522,0.743,You Make Me Nothing,0
0.056,0.0842,0.0354,102.314,2,0.0716,-16.952,0.325,93600,4,0.342,0.462,Drumheller,0
0.636,0.169,0.128,142.055,1,0.763,-9.76,0,194333,4,0.75,0.334,Love's Gonna Pack up and Walk Out,0
0.000264,0.154,0.0356,128.05,8,0.616,-6.318,0.95,287195,4,0.627,0.979,If,21
0.341,0.477,0.0449,94.575,11,0.944,-9.966,8.06e-05,144600,4,0.574,0.642,Seven Years,31
0.615,0.0981,0.0338,106.806,7,0.337,-15.868,0.599,180293,4,0.405,0.34,The Meaning of Love,34
6.28e-05,0.0953,0.0501,144.99,6,0.69,-7.79,0.034,361696,4,0.663,0.826,Kisloty People,0
0.058,0.251,0.112,185.162,11,0.461,-16.788,0.936,741111,3,0.535,0.364,"Antistatic, Pt. 2",3
0.743,0.109,0.0561,160.018,8,0.352,-11.079,0.616,213187,4,0.552,0.539,Back Home,0
0.518,0.57,0.134,104.335,5,0.555,-7.822,0,175253,4,0.679,0.856,Where Is the Love (You Promised Me),9
0.695,0.0911,0.0339,164.245,9,0.633,-11.949,0.869,331703,4,0.409,0.635,Driving Hyperreality,6
0.559,0.292,0.0347,104.25,7,0.408,-12.025,0.294,299067,4,0.539,0.423,Aria,15
0.454,0.235,0.128,101.841,5,0.855,-16.846,0.000622,260553,4,0.805,0.65,Capoeira na vila,4
0.474,0.0388,0.029,129.737,1,0.921,-14.392,0.592,129307,4,0.666,0.738,Juana y Rosalía,10
0.981,0.107,0.0369,88.594,8,0.0873,-20.098,0.905,849239,4,0.105,0.157,Banteay Srey,0
0.00811,0.112,0.0535,120.003,4,0.761,-8.746,0.867,381307,4,0.68,0.718,Bowls,27
0.373,0.0891,0.0355,108.322,6,0.962,-8.882,0,183054,4,0.745,0.659,A Gira,45
0.00835,0.166,0.113,81.646,7,0.327,-10.353,0.137,1252440,4,0.279,0.794,Dance of Magic,5
0.0389,0.324,0.0685,122.95,11,0.815,-10.525,0.139,352213,4,0.813,0.789,A Spectacle,0
0.0744,0.54,0.0483,106.628,11,0.716,-7.723,0.000247,387427,4,0.434,0.835,East,17
0.356,0.209,0.0762,133.291,8,0.821,-7.424,0.000665,397201,4,0.414,0.805,"Saat Samundar Paar, Pt. 1",40
0.57,0.127,0.373,180.985,11,0.576,-10.551,0.0235,252187,4,0.479,0.549,"C.R.E.A.M. (Cash Rules Everything Around Me) (feat. Method Man, Raekwon, Inspectah Deck & Buddha Monk)",73
0.31,0.302,0.133,83.68,10,0.594,-11.212,0.0655,49427,4,0.619,0.403,Interlude,0
0.00303,0.132,0.0538,125.187,3,0.667,-10.488,0.862,496083,4,0.851,0.608,It's A Crime - Caribou Mix,0
0.00583,0.0846,0.0604,123.983,10,0.64,-6.234,0.901,381000,4,0.801,0.99,Mechanical Disco Heart,4
0.229,0.11,0.0691,136.696,9,0.133,-20.868,0.688,307400,4,0.481,0.204,"You Know, You Know",29
0.654,0.105,0.0368,136.322,4,0.821,-9.395,0.911,302176,4,0.616,0.714,Enthusiasm,0
0.992,0.122,0.0499,88.609,11,0.576,-30.615,0.803,67489,3,0.488,0.182,Extraterrestrial Search Contact Tones,1
0.912,0.141,0.0308,97.235,6,0.329,-15.098,0,274560,4,0.623,0.156,Both Sides Now,0
0.514,0.309,0.0898,95.024,11,0.465,-11.169,0.00524,268000,4,0.743,0.441,He,0
0.783,0.118,0.0834,89.997,10,0.233,-9.694,0.924,253080,4,0.685,0.297,jasmine - demo,0
0.376,0.118,0.548,174.036,11,0.547,-9.814,0.0298,187613,4,0.46,0.662,Zion Wolf Theme - Unfinished,0
0.621,0.235,0.0431,147.592,7,0.184,-7.916,0.651,209227,4,0.451,0.743,Jacknuggeted,0
0.0445,0.169,0.0287,80.708,10,0.622,-8.338,0.048,217107,4,0.406,0.655,Santa Cruz Mountains,8
0.125,0.109,0.0696,129.856,11,0.802,-9.776,0.0922,360813,4,0.786,0.686,The More I Get the More I Want,20
0.976,0.0954,0.072,139.897,4,0.32,-25.237,0.949,143867,4,0.459,0.282,Four Pieces for Harp - Produced,8
0.767,0.25,0.0497,152.469,8,0.478,-8.074,4.16e-05,196682,4,0.437,0.525,Les Fleurs,36
0.593,0.145,0.0853,130.536,9,0.751,-12.803,0.0387,277333,4,0.724,0.46,You Can Be a Star,0
0.0751,0.0753,0.0923,146.456,8,0.965,-16.858,0.861,368921,4,0.593,0.757,Yermande (Prophet 5 Mix) [with Mbene Diatta Seck],0
0.0432,0.115,0.0496,128.691,0,0.61,-8.025,1.68e-06,196360,4,0.67,0.787,Brothers and Sisters,11
0.0112,0.327,0.156,166.673,1,0.164,-3.958,0.748,391240,4,0.452,0.83,Metropolis,0
0.00619,0.0864,0.0764,126.991,0,0.752,-11.574,0.618,628080,4,0.8,0.741,Like A Child - Carl Craig Remix,6
0.0145,0.151,0.0368,138.023,8,0.497,-6.197,0.00401,251067,4,0.422,0.839,Melody Day,0
0.173,0.106,0.0255,107.007,1,0.827,-5.457,0.00814,325320,4,0.529,0.691,Adimiz Miskindir Bizim,43
0.0897,0.357,0.119,120.946,5,0.351,-12.471,0.838,584490,4,0.571,0.84,The Brain of Oskar Panizza,5
0.673,0.13,0.0509,80.794,5,0.831,-10.71,0.00953,537200,4,0.372,0.596,Hang on in There,0
0.861,0.0999,0.0384,119.959,9,0.345,-15.845,0.00569,430573,4,0.541,0.27,Will to Love - 2016 Remaster,0
0.125,0.083,0.105,114.008,0,0.179,-6.986,2.97e-05,198880,4,0.695,0.832,Found Out,29
0.00943,0.115,0.0993,126.971,10,0.686,-10.272,0.756,525320,4,0.808,0.484,Dream Baby Dream (Four Tet remix),0
0.0413,0.388,0.0658,126.654,4,0.7,-12.292,0.618,372000,4,0.701,0.838,Frisco Disco,0
0.571,0.105,0.0576,93.706,2,0.56,-13.508,0.0587,200992,4,0.596,0.558,Lihue,46
0.0243,0.105,0.0551,105.21,11,0.372,-14.871,0.294,137840,4,0.379,0.557,Give the Drummer Some,6
0.683,0.446,0.0821,109.766,2,0.452,-5.047,0.844,510240,3,0.46,0.965,Idyongwana,0
0.299,0.0924,0.0278,92.848,5,0.527,-10.569,0.723,230133,4,0.628,0.529,Pelican Narrows,0
0.162,0.253,0.0985,113.791,1,0.896,-9.661,0.0729,370563,4,0.772,0.665,Praise Jah (Vocal),0
0.011,0.469,0.0499,98.759,5,0.567,-11.361,0,209547,4,0.596,0.698,It Ain't No Big Thing,7
0.0555,0.337,0.0534,118.849,2,0.73,-7.712,0.0016,238520,4,0.603,0.704,Truth Is Marching On,6
0.00189,0.157,0.083,128.061,6,0.589,-8.499,0.866,391613,4,0.658,0.716,Ambulance - Original Mix,17
0.0386,0.0579,0.0523,137.042,4,0.933,-10.251,2.14e-06,246081,4,0.719,0.74,Music Is The Only Way I Can Cominicate (edit),20
0.0795,0.118,0.0332,165.004,9,0.658,-11.285,0.908,350627,4,0.591,0.558,Barnowl,0
0.252,0.0871,0.148,183.097,10,0.497,-5.807,0.866,204133,4,0.783,0.748,Verbal Experiments (Instrumental),0
0.525,0.039,0.0486,133.296,9,0.77,-11.263,0,200173,4,0.647,0.443,Love Gonna Pack Up (And Walk Out),23
0.229,0.786,0.0427,96.684,7,0.297,-9.395,0.00234,307320,4,0.341,0.588,Andromeda,2
0.969,0.168,0.0419,118.385,0,0.961,-7.935,0.000277,237760,4,0.807,0.664,Yebèqanal,7
0.793,0.309,0.0416,115.165,1,0.952,-13.901,0.000968,438107,4,0.751,0.579,They Call Me,0
0.0636,0.324,0.0648,134.299,7,0.221,-8.793,0.416,467400,4,0.473,0.898,Every Time She Turns Round It's Her Birthday,0
0.953,0.111,0.0309,146.222,2,0.115,-18.781,0.271,260601,4,0.39,0.122,Blood Of An American,6
0.405,0.119,0.114,125.135,3,0.782,-6.609,6.63e-05,236173,4,0.731,0.952,Hasabe (My Worries),0
0.926,0.124,0.0383,161.468,4,0.379,-15.551,0.966,179973,3,0.471,0.313,Opera II,22
0.424,0.0897,0.152,105.23,11,0.653,-4.577,2.86e-06,182857,4,0.788,0.721,Ma Lo,51
0.000399,0.0688,0.0432,150.234,5,0.46,-12.45,0.854,324223,4,0.394,0.898,Donnie and Laurie,0
0.107,0.0413,0.333,129.873,10,0.867,-3.078,4.17e-05,238760,5,0.612,0.961,1 Thing,62
0.508,0.0568,0.276,113.017,4,0.271,-8.669,0.115,682067,4,0.803,0.487,Bowls - Holden Remix,0
0.995,0.0865,0.0371,102.884,10,0.0785,-20.273,0.712,447800,4,0.619,0.0327,#1,47
0.00277,0.103,0.415,180.574,11,0.199,-1.988,0.577,428773,3,0.179,0.995,2 Towers,0
0.0507,0.177,0.048,131.854,8,0.0791,-11.121,0.000586,301707,4,0.463,0.439,6.4 = Make Out,19
0.661,0.0962,0.0386,167.717,1,0.575,-9.881,0,524400,3,0.335,0.531,22nd Century,11
0.31,0.12,0.0534,119.951,4,0.17,-12.419,0.764,347393,4,0.577,0.682,Your Love Will Set You Free,0
0.125,0.147,0.412,206.247,1,0.688,-11.792,1.04e-06,286440,4,0.59,0.672,93 'Til Infinity,69
0.000381,0.0749,0.0586,128.116,2,0.374,-7.649,0.878,428976,4,0.803,0.767,A Face In The Crowd - Original Mix,4
0.672,0.128,0.0505,172.806,2,0.131,-17.453,0.58,1119333,4,0.197,0.422,A Rainbow in the Curved Air - Instrumental,32
0.0312,0.151,0.102,120.043,8,0.589,-8.363,0.491,470923,4,0.877,0.858,A Tender Places,3
0.704,0.141,0.0384,82.554,9,0.369,-14.122,0.677,195054,4,0.333,0.448,A Time For Us,0
0.018,0.129,0.0713,120.439,6,0.505,-14.205,0.919,737173,4,0.792,0.918,Acid Tracks,0
0.467,0.109,0.0325,126.941,8,0.109,-12.774,0.875,531400,4,0.467,0.411,Niobe,18
0.0922,0.122,0.0264,102.148,2,0.691,-9.457,0.00029,336107,4,0.505,0.712,Ad Gloriam,28
0.222,0.251,0.0425,78.578,2,0.223,-11.178,0.0627,240547,4,0.328,0.573,Adormeceu,0
0.966,0.0917,0.0413,141.053,5,0.0384,-21.39,0.889,941947,4,0.242,0.244,Affenstunde,0
0.107,0.159,0.126,172.447,5,0.438,-16.228,0.0262,1289093,4,0.282,0.477,Africa,0
0.17,0.0468,0.0485,99.097,10,0.966,-7.727,0.51,271707,4,0.764,0.913,Afro Funky,0
0.609,0.0962,0.0286,102.525,6,0.862,-13.798,0.312,255560,4,0.821,0.464,Aht Uh Mi Hed,39
0.16,0.582,0.0855,120.098,10,0.589,-6.254,0.201,232960,4,0.647,0.88,Ain't It Time (Instrumental),0
0.00569,0.0649,0.234,100.842,10,0.599,-12.058,0.000819,319907,4,0.836,0.728,Ain't No Half-Steppin',49
0.0123,0.163,0.0847,132.079,6,0.757,-9.814,0.000308,274813,4,0.363,0.897,Aldeia De Ogum,19
0.249,0.0912,0.0381,101.515,11,0.743,-10.595,0.486,339026,4,0.693,0.628,All About Money,3
0.0917,0.105,0.102,117.213,11,0.882,-16.76,0,306667,4,0.849,0.501,All I Do,0
0.164,0.225,0.144,84.372,10,0.833,-8.714,0,272000,4,0.544,0.65,All N My Grill (feat. Big Boi of Outkast & Nicole),48
0.131,0.102,0.0533,98.013,0,0.925,-14.846,0.0423,333293,4,0.835,0.295,All Night Long,0
0.366,0.112,0.203,122.033,1,0.715,-11.057,0.826,345920,4,0.858,0.676,All The Time,0
0.041,0.0975,0.0506,92.488,2,0.126,-13.538,0.000438,359680,4,0.364,0.513,All Tomorrow's Parties,0
0.684,0.113,0.031,173.728,11,0.184,-11.8,0.000577,197013,4,0.307,0.379,Alone Again Or,0
0.238,0.14,0.0298,150.59,0,0.43,-9.412,0.00973,229120,3,0.411,0.446,Ambasel,8
0.0107,0.406,0.0524,124.03,7,0.0366,-15.77,0.953,281800,4,0.63,0.693,Analogue Bubblebath,0
0.141,0.117,0.246,173.067,7,0.311,-8.193,0.845,258000,4,0.651,0.52,Answers (Instrumental),0
0.119,0.0802,0.0452,122.182,1,0.718,-9.796,0.911,221747,4,0.81,0.926,Apt 2a,0
0.463,0.116,0.165,135.277,1,0.521,-10.123,0.516,242427,4,0.617,0.849,Archangel,0
0.0277,0.148,0.118,82.812,8,0.455,-6.727,0.00985,255613,4,0.403,0.763,Are You Experienced?,43
0.161,0.0999,0.172,137.986,9,0.839,-7.104,0.0131,265667,4,0.852,0.658,Are You That Somebody,0
0.815,0.135,0.0414,79.228,9,0.132,-10.873,0.823,273000,4,0.181,0.479,Areknames,6
0.108,0.462,0.0419,131.71,7,0.688,-9.02,0.757,237307,4,0.67,0.861,Hendrix With Ko,0
0.0371,0.0751,0.0931,124.934,5,0.262,-10.379,0.916,560810,4,0.824,0.597,ARP3,0
0.0637,0.222,0.0591,102.115,8,0.676,-10.215,0,428222,4,0.455,0.866,As,0
0.751,0.148,0.11,116.204,8,0.721,-11.94,0.00481,807040,4,0.666,0.721,Asafo Beesuon / Obaa Yaa / Aye Me Bone / Kolomashi / Dofo Bi Akyerew Me / Ankwasema Dede / Okwan Tsentsen Awar / Abowa Akonkon,0
0.91,0.109,0.0953,123.423,8,0.902,-7.614,0,170920,1,0.706,0.518,Asante Kwa Wazazi,0
0.00122,0.151,0.153,117.02,7,0.86,-10.134,1.09e-06,562627,4,0.63,0.808,Atmosphere Strut,25
0.634,0.059,0.0394,98.448,10,0.902,-8.383,0.515,359816,3,0.644,0.844,Atoni Yarabi Lema,3
0.00107,0.184,0.0439,106.543,7,0.106,-7.676,0.227,347960,4,0.624,0.82,Auto Man,3
0.105,0.129,0.0366,81.681,2,0.113,-15.606,0.872,1367093,4,0.333,0.497,Autobahn - 2009 Remaster,40
0.659,0.214,0.0407,124.48,0,0.75,-5.324,0,298587,4,0.614,0.547,Aykedashem Lebe,16
0.0119,0.111,0.144,127.045,10,0.437,-14.003,0.764,394925,4,0.844,0.586,B1 Untitled,0
0.62,0.131,0.0743,90.713,7,0.859,-13.591,0.000421,158693,4,0.58,0.559,Baby Let's Dance Together - Shalimar / Soundtrack Version,0
0.00655,0.469,0.104,138.493,8,0.396,-10.436,0.146,167533,4,0.26,0.878,Babylon,0
0.0155,0.0968,0.129,95.826,7,0.541,-6.664,0,265600,4,0.874,0.714,Back That Azz Up,64
0.236,0.114,0.0358,88.81,0,0.149,-10.388,0.843,259173,4,0.5,0.508,Balek - 2006 Remastered Version,33
0.685,0.111,0.0377,178.041,6,0.629,-18.665,0.504,120573,3,0.379,0.215,Ballade de Melody Nelson,0
0.94,0.0618,0.0731,121.875,2,0.227,-15.927,0.936,300960,4,0.746,0.274,Ballet Statique,0
0.835,0.152,0.0611,128.003,8,0.728,-6.75,0.0994,217480,4,0.613,0.926,Bananaticoco,0
0.00867,0.148,0.041,129.908,2,0.208,-7.892,2.11e-05,249080,4,0.396,0.748,Sandy,0
0.451,0.104,0.0306,121.047,9,0.845,-6.907,0.00408,284683,4,0.788,0.748,Bang a Gong (Get It On) - Re-Recorded,0
0.138,0.115,0.0552,99.953,11,0.58,-9.411,0.848,160247,4,0.704,0.831,Battle Rhymes For Battle Times,0
0.0292,0.133,0.0517,127.99,11,0.487,-10.831,0.879,403680,4,0.799,0.616,Beau Mot Plage,0
0.71,0.134,0.0907,132.661,5,0.551,-16.563,3.79e-06,283800,4,0.595,0.416,Been To Canaan,0
0.109,0.168,0.0281,124.593,5,0.821,-8.655,0.841,281267,4,0.607,0.63,Beginning To See The Light,0
0.883,0.105,0.0384,108.031,2,0.0685,-14.986,0.835,157440,3,0.245,0.233,Berceuse,5
0.375,0.0817,0.041,104.308,1,0.659,-11.97,1.06e-06,213573,4,0.614,0.388,Big Brother,0
0.192,0.0406,0.158,138.03,11,0.914,-6.269,0.00309,284640,4,0.88,0.816,Big Pimpin',0
0.0437,0.0825,0.0644,170.506,4,0.73,-19.377,0.852,380370,4,0.497,0.525,Black,0
0.0196,0.0796,0.0866,131.081,11,0.488,-7.476,0.554,238440,4,0.394,0.768,Black Cat,36
0.794,0.05,0.0686,119.992,1,0.654,-10.476,0.75,508693,4,0.721,0.822,Black Mahogani,0
0.695,0.101,0.0495,116.194,6,0.794,-17.615,0.85,125667,4,0.66,0.259,Black Mountain Side - 1993 Remaster,41
0.431,0.0844,0.0623,121.055,2,0.646,-11.643,2.6e-06,177147,4,0.593,0.669,Black Rhythm Happening - Remastered,23
0.03,0.355,0.0562,95.368,0,0.44,-5.6,0.9,226867,3,0.455,0.939,Blind Dumb Deaf,0
0.674,0.094,0.0824,113.179,4,0.314,-15.073,0.796,190960,4,0.598,0.531,Blind Willie,29
0.0396,0.063,0.0446,121.021,9,0.697,-10.839,0.00594,283240,4,0.607,0.881,Blow Your Head,0
0.609,0.106,0.0458,97.965,7,0.713,-11.103,0.459,251947,4,0.373,0.666,Blues for Your Mama,2
0.018,0.0753,0.0806,142.348,1,0.596,-6.389,0.0134,251013,4,0.354,0.741,Bold as Love,54
0.0744,0.469,0.236,91.903,11,0.569,-14.382,0.00639,229640,4,0.864,0.4,Bonita Applebum - includes 'Can I Kick It' Intro,0
0.136,0.106,0.0316,131.747,3,0.661,-8.199,9.16e-05,226667,4,0.71,0.687,Bonny,0
0.0376,0.292,0.288,96.488,8,0.784,-10.65,0,229093,4,0.834,0.668,Bounce Ta This,0
0.00545,0.131,0.0535,117.733,7,0.891,-10.142,0.0256,306360,4,0.676,0.769,Bra,0
0.646,0.459,0.0398,114.049,10,0.251,-14.054,0.92,152893,3,0.288,0.695,Bra Joe from Kilimanjaro,11
0.0123,0.0997,0.0318,127.999,5,0.683,-12.262,0.546,375173,4,0.42,0.83,Brazil - Slow Version,0
0.566,0.141,0.0739,112.044,11,0.538,-7.795,0.132,170413,4,0.825,0.883,Brazilian Rhyme,0
0.714,0.192,0.0277,79.348,9,0.202,-11.451,0.00804,181160,4,0.442,0.359,Break,0
0.00286,0.0991,0.304,94.328,6,0.563,-6.39,0,208200,4,0.607,0.836,Break Fool,29
0.233,0.35,0.36,87.554,11,0.518,-9.431,0,251467,4,0.794,0.627,"Bring Da Ruckus (feat. RZA, Ghostface Killah, Raekwon & Inspectah Deck)",61
0.72,0.117,0.0512,105.286,8,0.535,-10.896,0.55,314453,4,0.613,0.798,Brown Rice,0
0.00272,0.102,0.0504,108.218,2,0.771,-11.731,0.868,190720,4,0.447,0.742,Bu-bu,0
0.173,0.328,0.302,165.367,11,0.613,-12.457,0.694,229187,4,0.694,0.606,Burundi Black - 2E Partie,0
0.177,0.107,0.0574,119.993,10,0.702,-10.419,0.905,226479,4,0.801,0.571,Carry On,50
0.376,0.144,0.0694,94.538,6,0.588,-4.966,4.38e-06,177133,4,0.509,0.85,California Soul,0
0.724,0.103,0.052,168.394,6,0.556,-15.745,0.632,222512,4,0.517,0.484,Camino del Sol,0
0.161,0.111,0.249,96.668,4,0.766,-13.634,0.0103,252067,4,0.867,0.554,Can I Kick It?,0
0.819,0.234,0.559,91.485,9,0.442,-17.794,1.75e-06,413000,4,0.679,0.252,"Can It Be All So Simple / Intermission (feat. RZA, Raekwon & Ghostface Killah)",50
0.0886,0.0738,0.062,114.779,9,0.665,-19.966,0.883,345133,4,0.681,0.329,Can You Feel It,0
0.344,0.105,0.0299,146.834,9,0.164,-9.567,0.805,285840,4,0.367,0.801,Candy Shoppe,0
0.000306,0.412,0.0447,131.593,4,0.248,-12.727,0.322,404760,4,0.278,0.582,Car Wash Hair - Full Pull,20
0.818,0.0949,0.037,75.368,1,0.769,-7.655,0,182907,4,0.626,0.542,Carey,0
0.327,0.134,0.0291,94.463,0,0.404,-11.162,0,174760,4,0.334,0.503,Caroline Goodbye,27
0.059,0.271,0.041,118.505,1,0.533,-12.203,1.24e-06,265933,4,0.463,0.496,Carry On,60
0.388,0.143,0.0717,139.182,6,0.586,-5.644,0.00106,163866,4,0.623,0.76,Cat Woman,0
0.00649,0.159,0.051,131.024,8,0.608,-8.958,0.00581,648533,4,0.64,0.817,Catch Me On the Rebound,0
0.674,0.116,0.0452,95.688,9,0.712,-13.197,0.89,192693,4,0.424,0.613,Cecen Kizi,25
0.178,0.5,0.0594,103.652,6,0.514,-6.201,1.2e-05,388920,4,0.6,0.846,Changin',0
0.0502,0.246,0.237,96.43,11,0.799,-14.728,0.00458,216693,4,0.881,0.361,Check the Rhime,63
0.316,0.12,0.0302,105.791,6,0.247,-11.08,0.0106,200706,4,0.441,0.471,Child's Christmas In Wales,0
0.748,0.146,0.0286,73.719,3,0.521,-6.789,5.17e-06,200253,4,0.41,0.554,Children,0
0.982,0.109,0.0344,80.618,0,0.106,-20.177,0.393,203233,3,0.213,0.067,Chimacum Rain,0
0.77,0.117,0.0374,130.117,8,0.866,-20.149,0.924,162413,4,0.699,0.322,Hello Hammerheads,0
0.0239,0.106,0.0296,104.349,7,0.735,-5.278,0.00091,180360,4,0.635,0.831,Cinnamon Girl - 2009 Remaster,0
0.0244,0.319,0.239,159.984,7,0.0502,-7.996,0.67,822093,4,0.188,0.954,(circle),0
0.547,0.156,0.0782,135.877,8,0.333,-8.837,2.69e-05,232907,4,0.647,0.478,Climax,0
0.0019,0.151,0.176,193.477,2,0.826,-8.283,0.108,209333,4,0.624,0.804,Code Of The Streets,49
0.0766,0.155,0.0563,116.586,5,0.922,-11.758,0.195,304000,4,0.886,0.664,Cola Bottle Baby,0
0.624,0.114,0.327,87.546,10,0.597,-13.957,4.07e-05,297040,4,0.794,0.772,Come Clean - E New Y Radio,0
0.934,0.111,0.0352,106.529,4,0.552,-9.66,0.0575,325600,3,0.376,0.46,Come Closer,0
0.958,0.1,0.0395,128.13,11,0.677,-13.953,0.93,341200,4,0.468,0.53,Computer Incantations for World Peace,15
0.0348,0.0686,0.0643,100.8,4,0.879,-5.971,0.802,253707,3,0.683,0.879,"Coup - 12"" 45 Version",15
0.00412,0.0703,0.193,90.203,10,0.355,-6.22,0.00106,290507,4,0.647,0.829,Credit Is Due,17
0.227,0.229,0.238,160.152,0,0.294,-9.057,0,208813,4,0.418,0.546,Crew Love,70
0.577,0.104,0.183,73.898,8,0.564,-6.582,0,288333,4,0.624,0.654,Cry Me a River,72
0.369,0.148,0.0615,106.483,9,0.318,-15.033,0.811,844267,4,0.517,0.537,CT 6,6
0.957,0.241,0.0614,106.246,6,0.689,-13.808,0.904,158133,4,0.551,0.44,Cut Up Piano and Xylophone,0
0.483,0.341,0.196,124.88,7,0.0369,-8.241,0.718,597013,4,0.371,0.872,Dagon,0
0.799,0.0932,0.0343,110.977,8,0.934,-8.217,7.54e-05,277867,4,0.753,0.43,Dan tè dinyé la,13
0.0678,0.0819,0.0396,119.124,4,0.72,-10.129,0.811,213520,4,0.576,0.943,Dance with the Devil,19
0.0433,0.499,0.0735,111.413,9,0.675,-10.555,0.0054,372467,4,0.595,0.551,"Dance, Dance, Dance",0
3.01e-05,0.0513,0.0513,124.438,11,0.804,-13.596,0.895,249973,4,0.785,0.56,Dance-Club Mix,30
0.302,0.148,0.155,123.277,9,0.528,-10.299,0,161387,4,0.535,0.791,Date With The Rain,0
0.145,0.195,0.443,98.172,0,0.567,-9.178,7.46e-06,280747,4,0.571,0.737,Daytona 500 (feat. Raekwon & Cappadonna),6
0.118,0.0752,0.113,117.459,7,0.489,-9.451,0.00514,702400,4,0.55,0.779,De i comahlee ah,10
0.000109,0.0225,0.0578,126.867,9,0.847,-7.341,0.347,297200,4,0.808,0.803,Destiny,0
